images,labels
ISIC_0030466,19
ISIC_0056321,8
ISIC_3880938,17
ISIC_0014490,19
ISIC_0060683,8
ISIC_0064975,8
ISIC_0006837,19
ISIC_0066129,23
ISIC_0005171,19
ISIC_0025840,19
ISIC_0062278,8
ISIC_6512878,17
ISIC_1652988,19
ISIC_4395111,17
ISIC_0009972,19
ISIC_0005078,19
ISIC_4879697,17
ISIC_3095959,17
ISIC_8817986,17
ISIC_0004919,19
ISIC_1437020,17
ISIC_6767038,17
ISIC_0027681,21
ISIC_0058691,19
ISIC_0535654,17
ISIC_4310869,17
ISIC_2950671,17
ISIC_0054295,8
ISIC_8108046,17
ISIC_9910480,17
ISIC_4127690,17
ISIC_0067710,19
ISIC_2149030,17
ISIC_2623707,19
ISIC_0940385,17
ISIC_5272223,15
ISIC_9505231,17
ISIC_1640666,17
ISIC_0024535,19
ISIC_0029165,19
ISIC_0683986,19
ISIC_0032643,21
ISIC_6383359,17
ISIC_4762598,17
ISIC_0070235,15
ISIC_1668831,17
ISIC_9175501,17
ISIC_3888650,17
ISIC_7634151,17
ISIC_0001415,19
ISIC_9053910,15
ISIC_0054892,15
ISIC_0016015,19
ISIC_0946977,17
ISIC_0011960,19
ISIC_0031309,11
ISIC_0071338,19
ISIC_0002249,19
ISIC_0376071,19
ISIC_0072771,19
ISIC_0003848,19
ISIC_0071674,19
ISIC_0053724,19
ISIC_0000140,15
ISIC_0070994,8
ISIC_0001318,19
ISIC_0001268,19
ISIC_9672236,17
ISIC_0008548,19
ISIC_0001571,19
ISIC_5306859,17
ISIC_0541345,17
ISIC_0011387,15
ISIC_5831880,17
ISIC_8813303,17
ISIC_0068386,19
ISIC_2027582,15
ISIC_7652615,19
ISIC_8211214,17
ISIC_1859531,17
ISIC_2964496,17
ISIC_0062906,19
ISIC_0065996,19
ISIC_0015510,19
ISIC_8474660,17
ISIC_6975540,17
ISIC_1870517,19
ISIC_7816367,17
ISIC_0033974,19
ISIC_9729313,17
ISIC_8656760,19
ISIC_8821259,19
ISIC_0033499,8
ISIC_0059888,19
ISIC_0053713,19
ISIC_2720426,17
ISIC_8000880,17
ISIC_0003505,19
ISIC_0032638,15
ISIC_2323049,17
ISIC_0013204,19
ISIC_0061261,15
ISIC_0009147,19
ISIC_0066406,8
ISIC_0010938,15
ISIC_0033273,19
ISIC_0058715,19
ISIC_0005549,19
ISIC_1613292,17
ISIC_0031698,8
ISIC_5097490,17
ISIC_1894782,17
ISIC_0057029,8
ISIC_5588302,17
ISIC_6549798,19
ISIC_0006445,19
ISIC_4485854,17
ISIC_0034141,15
ISIC_5009935,17
ISIC_0056846,19
ISIC_5329118,19
ISIC_1739800,17
ISIC_0001393,19
ISIC_7403276,17
ISIC_0046343,15
ISIC_5495452,19
ISIC_9458746,17
ISIC_0704859,17
ISIC_0000701,19
ISIC_1711973,17
ISIC_8938681,17
ISIC_0015140,19
ISIC_0000078,15
ISIC_5003862,17
ISIC_6734859,17
ISIC_0013835,19
ISIC_0004030,19
ISIC_0061648,19
ISIC_0046335,19
ISIC_0002350,19
ISIC_0031485,21
ISIC_0072992,2
ISIC_0055601,19
ISIC_0032251,19
ISIC_8953242,19
ISIC_0033706,19
ISIC_0061058,19
ISIC_0004236,19
ISIC_6205288,19
ISIC_0072185,19
ISIC_6860717,17
ISIC_9318508,17
ISIC_2322693,17
ISIC_0007040,19
ISIC_8159718,20
ISIC_4138196,17
ISIC_0063124,15
ISIC_5255175,19
ISIC_4556458,17
ISIC_0060481,15
ISIC_1411384,17
ISIC_1996356,17
ISIC_3453060,17
ISIC_2779609,17
ISIC_0030856,19
ISIC_0034309,19
ISIC_2962719,17
ISIC_0070685,19
ISIC_0824821,19
ISIC_6342641,17
ISIC_0031134,19
ISIC_4221464,17
ISIC_4674378,17
ISIC_6380209,17
ISIC_3155003,17
ISIC_0065021,8
ISIC_7288895,17
ISIC_1483952,17
ISIC_9416522,19
ISIC_7835507,17
ISIC_0009736,19
ISIC_0072759,8
ISIC_0032234,19
ISIC_3800541,17
ISIC_0053735,8
ISIC_0007307,19
ISIC_0011082,19
ISIC_0009024,19
ISIC_0027146,8
ISIC_4131353,17
ISIC_8782954,17
ISIC_5822691,17
ISIC_7416702,17
ISIC_6635699,17
ISIC_4611792,17
ISIC_5980439,17
ISIC_0007446,19
ISIC_7024593,17
ISIC_9245674,17
ISIC_0063331,2
ISIC_0008090,19
ISIC_0065146,8
ISIC_0060376,15
ISIC_9750445,2
ISIC_0026747,19
ISIC_6868834,17
ISIC_0064007,19
ISIC_0027890,19
ISIC_3549984,17
ISIC_3893600,17
ISIC_7966605,17
ISIC_0025537,19
ISIC_0072858,19
ISIC_0001328,19
ISIC_1917581,17
ISIC_0009467,19
ISIC_2070085,17
ISIC_0004066,19
ISIC_6627237,17
ISIC_0010822,19
ISIC_4998826,17
ISIC_3528295,17
ISIC_8295306,19
ISIC_0061133,19
ISIC_0007103,19
ISIC_8795740,19
ISIC_2834175,17
ISIC_0031965,19
ISIC_0002114,19
ISIC_1802797,17
ISIC_0067302,8
ISIC_3197616,17
ISIC_9776771,17
ISIC_0062110,23
ISIC_0013181,19
ISIC_5208168,19
ISIC_0055182,23
ISIC_5092484,19
ISIC_0063464,15
ISIC_0059147,15
ISIC_6614805,17
ISIC_1574020,19
ISIC_8324870,17
ISIC_0063056,15
ISIC_6715805,17
ISIC_0705477,15
ISIC_0631420,17
ISIC_0027947,19
ISIC_0059839,23
ISIC_0030049,19
ISIC_0311112,17
ISIC_3707360,17
ISIC_8039056,17
ISIC_0029697,19
ISIC_4928143,17
ISIC_0056497,8
ISIC_0004182,19
ISIC_0000592,19
ISIC_0062076,19
ISIC_2694383,17
ISIC_5467356,17
ISIC_0070849,19
ISIC_4699072,19
ISIC_0006653,19
ISIC_7121454,17
ISIC_0014839,19
ISIC_3029421,17
ISIC_3409440,23
ISIC_0007621,19
ISIC_7574666,19
ISIC_0001675,19
ISIC_0026445,19
ISIC_0033172,19
ISIC_9089575,17
ISIC_4004283,17
ISIC_0031711,15
ISIC_7501928,17
ISIC_6618851,17
ISIC_0046458,15
ISIC_0065964,24
ISIC_0009255,19
ISIC_2287083,17
ISIC_6584847,17
ISIC_0003712,19
ISIC_0029421,19
ISIC_0010848,19
ISIC_3770926,17
ISIC_0030561,21
ISIC_9901871,19
ISIC_4512203,17
ISIC_0686826,17
ISIC_0011731,19
ISIC_5032938,17
ISIC_0003615,19
ISIC_0006867,19
ISIC_0516315,17
ISIC_8008177,17
ISIC_2696344,17
ISIC_0026363,19
ISIC_0029108,21
ISIC_2170985,17
ISIC_0001960,19
ISIC_0012033,17
ISIC_6566304,17
ISIC_1269601,19
ISIC_2002605,17
ISIC_0059699,19
ISIC_9525136,17
ISIC_7539266,17
ISIC_0003297,19
ISIC_4648566,17
ISIC_2467623,17
ISIC_0027275,21
ISIC_0002781,19
ISIC_0028014,19
ISIC_0001383,19
ISIC_0010319,15
ISIC_0360822,17
ISIC_0012889,23
ISIC_0058699,8
ISIC_2533114,19
ISIC_0063397,15
ISIC_0012487,19
ISIC_5353201,17
ISIC_0024642,19
ISIC_0063362,15
ISIC_0761158,17
ISIC_0003120,19
ISIC_5465521,17
ISIC_9593344,17
ISIC_0054381,19
ISIC_0054494,19
ISIC_0013474,23
ISIC_0005080,19
ISIC_7307339,17
ISIC_0013828,15
ISIC_1649410,19
ISIC_0025557,8
ISIC_0025760,19
ISIC_3342276,17
ISIC_6324423,17
ISIC_1685257,23
ISIC_0011771,17
ISIC_0070951,19
ISIC_1405391,19
ISIC_2906792,17
ISIC_0001613,19
ISIC_8092018,17
ISIC_3482676,17
ISIC_4935711,17
ISIC_0030594,8
ISIC_2307167,17
ISIC_0063453,8
ISIC_0000612,19
ISIC_3115419,17
ISIC_6368163,17
ISIC_0008151,19
ISIC_6515221,17
ISIC_8123993,17
ISIC_6553579,17
ISIC_0060021,8
ISIC_0065108,8
ISIC_6708112,19
ISIC_3941123,15
ISIC_9907211,17
ISIC_0888084,17
ISIC_0763328,17
ISIC_7413014,17
ISIC_0028375,19
ISIC_1736914,17
ISIC_2860800,19
ISIC_0032446,19
ISIC_7614036,17
ISIC_0754555,17
ISIC_0933647,12
ISIC_0442837,17
ISIC_0027044,11
ISIC_0010556,12
ISIC_0058489,19
ISIC_0003755,19
ISIC_0004254,19
ISIC_0007342,19
ISIC_8452205,17
ISIC_0004169,19
ISIC_1847556,19
ISIC_0026275,8
ISIC_6742970,17
ISIC_0057580,23
ISIC_4857744,17
ISIC_0054944,19
ISIC_1618302,19
ISIC_0006656,19
ISIC_3500673,17
ISIC_5691038,19
ISIC_9573024,17
ISIC_0065927,15
ISIC_2649275,19
ISIC_0031415,19
ISIC_0010884,12
ISIC_2790365,17
ISIC_0010302,15
ISIC_0026848,2
ISIC_0046949,19
ISIC_1126550,23
ISIC_1508162,17
ISIC_6107681,17
ISIC_9626843,15
ISIC_6309336,17
ISIC_4367789,17
ISIC_0055338,19
ISIC_0072193,11
ISIC_0054326,19
ISIC_9552204,1
ISIC_2406445,17
ISIC_0002711,19
ISIC_0006128,19
ISIC_0062985,15
ISIC_4535762,17
ISIC_0031270,26
ISIC_0552437,17
ISIC_0025647,19
ISIC_0001625,19
ISIC_0025409,15
ISIC_9821220,17
ISIC_8366570,19
ISIC_2482687,19
ISIC_5350269,17
ISIC_3210728,19
ISIC_0056865,19
ISIC_0901213,17
ISIC_0046493,19
ISIC_8326957,17
ISIC_0010769,19
ISIC_0069162,23
ISIC_0073015,19
ISIC_1115013,17
ISIC_2343195,17
ISIC_1956354,17
ISIC_8706279,17
ISIC_0025382,19
ISIC_0028315,19
ISIC_6816081,19
ISIC_0029036,21
ISIC_8973051,17
ISIC_1147733,17
ISIC_0001770,19
ISIC_7657291,19
ISIC_6190245,17
ISIC_0005219,19
ISIC_0055882,8
ISIC_0028726,19
ISIC_1774715,19
ISIC_3532397,17
ISIC_0067373,19
ISIC_2945640,17
ISIC_0014703,15
ISIC_0024425,19
ISIC_4012074,17
ISIC_7514880,17
ISIC_0055177,19
ISIC_0057344,15
ISIC_4474899,17
ISIC_0061564,19
ISIC_1279356,19
ISIC_0026989,15
ISIC_0065739,8
ISIC_0031970,19
ISIC_0053588,19
ISIC_3190208,17
ISIC_7583768,17
ISIC_0134155,12
ISIC_0070327,15
ISIC_0068531,19
ISIC_0261253,15
ISIC_7954289,17
ISIC_0011792,19
ISIC_0024833,8
ISIC_5484086,17
ISIC_0029100,21
ISIC_0030663,19
ISIC_0441120,17
ISIC_0030698,21
ISIC_6722945,17
ISIC_0031858,19
ISIC_0008032,19
ISIC_2399130,17
ISIC_0028647,19
ISIC_0063682,19
ISIC_0007382,19
ISIC_4815636,17
ISIC_0033897,19
ISIC_0057442,8
ISIC_0099474,17
ISIC_0072545,8
ISIC_0207341,17
ISIC_7793221,19
ISIC_2584999,17
ISIC_0028145,19
ISIC_0071076,23
ISIC_7820852,19
ISIC_9909722,17
ISIC_0055233,19
ISIC_6547707,17
ISIC_5314606,19
ISIC_2898886,17
ISIC_3662678,17
ISIC_0159746,17
ISIC_0001926,19
ISIC_6003715,19
ISIC_0755331,14
ISIC_9045601,17
ISIC_7844565,17
ISIC_0027587,19
ISIC_1694480,17
ISIC_5708658,23
ISIC_0025034,19
ISIC_0028993,19
ISIC_1605988,17
ISIC_0027809,19
ISIC_0059136,19
ISIC_6172538,17
ISIC_0014645,23
ISIC_1896364,17
ISIC_0057947,15
ISIC_0055362,15
ISIC_0071511,24
ISIC_0026892,15
ISIC_8607372,17
ISIC_9803675,17
ISIC_5599801,17
ISIC_0010896,19
ISIC_2685523,17
ISIC_4352209,17
ISIC_0004270,19
ISIC_2758755,17
ISIC_0004444,19
ISIC_7741487,17
ISIC_6330808,19
ISIC_0059068,19
ISIC_0217267,19
ISIC_9601132,17
ISIC_7090755,17
ISIC_0970616,17
ISIC_7017567,17
ISIC_0054897,23
ISIC_9554769,17
ISIC_4813568,15
ISIC_5548914,17
ISIC_9387054,19
ISIC_9879041,17
ISIC_5832792,19
ISIC_0011346,12
ISIC_0031787,19
ISIC_0025521,19
ISIC_0002433,19
ISIC_0062657,8
ISIC_5091712,17
ISIC_7784881,19
ISIC_0004789,19
ISIC_3313604,17
ISIC_0733140,17
ISIC_0001912,19
ISIC_0061588,2
ISIC_3732244,17
ISIC_2177865,17
ISIC_6817405,19
ISIC_5832623,17
ISIC_1763161,17
ISIC_3434670,19
ISIC_0024664,19
ISIC_9208006,17
ISIC_8413496,17
ISIC_5683235,17
ISIC_4089379,17
ISIC_0010203,13
ISIC_0567676,19
ISIC_0004630,19
ISIC_1677092,17
ISIC_8413505,17
ISIC_9176489,17
ISIC_0055068,8
ISIC_0903020,17
ISIC_1924663,17
ISIC_7898880,15
ISIC_8061791,17
ISIC_2280085,19
ISIC_0069329,8
ISIC_9460892,19
ISIC_0004177,19
ISIC_0046871,19
ISIC_9249434,19
ISIC_0034012,15
ISIC_4321815,17
ISIC_0011520,15
ISIC_2374436,17
ISIC_0058966,8
ISIC_0026499,19
ISIC_1965344,19
ISIC_0001433,19
ISIC_5516928,17
ISIC_0028928,8
ISIC_0781588,19
ISIC_0004398,19
ISIC_4713733,17
ISIC_1676826,17
ISIC_0065468,15
ISIC_8392065,17
ISIC_4244870,17
ISIC_2804023,17
ISIC_5920594,17
ISIC_7168300,17
ISIC_0002444,19
ISIC_0058835,19
ISIC_6876281,17
ISIC_2186901,17
ISIC_5529201,17
ISIC_0008951,19
ISIC_3744610,17
ISIC_9363564,17
ISIC_1546020,17
ISIC_0013205,19
ISIC_0027820,21
ISIC_0007213,19
ISIC_6670764,17
ISIC_0061370,23
ISIC_0009730,19
ISIC_0031205,19
ISIC_0055187,19
ISIC_0053660,15
ISIC_0071406,19
ISIC_0059342,25
ISIC_3058615,17
ISIC_0064735,2
ISIC_0029710,19
ISIC_5497210,17
ISIC_4594429,17
ISIC_0004243,19
ISIC_3828561,19
ISIC_3707185,17
ISIC_0010382,19
ISIC_9450628,17
ISIC_8016410,17
ISIC_0054085,15
ISIC_4277163,17
ISIC_0056825,19
ISIC_0026176,19
ISIC_6675390,17
ISIC_3567510,19
ISIC_5267132,17
ISIC_0025284,19
ISIC_0011528,15
ISIC_1304077,17
ISIC_0008137,19
ISIC_0000778,19
ISIC_0005700,19
ISIC_0339099,17
ISIC_0065399,23
ISIC_8031554,17
ISIC_0002822,19
ISIC_0008062,19
ISIC_0000976,19
ISIC_0003872,19
ISIC_9851371,17
ISIC_0046966,17
ISIC_0596524,17
ISIC_0008253,19
ISIC_7888236,17
ISIC_0032728,19
ISIC_1535599,17
ISIC_3666461,17
ISIC_0031531,8
ISIC_3859689,17
ISIC_0059318,15
ISIC_0063957,19
ISIC_8068826,19
ISIC_0033255,19
ISIC_5844861,17
ISIC_2249623,17
ISIC_3564897,19
ISIC_0055219,23
ISIC_0003112,19
ISIC_0004345,19
ISIC_3410459,17
ISIC_0061501,19
ISIC_6953126,17
ISIC_0024400,15
ISIC_0059921,19
ISIC_0558046,17
ISIC_0068387,26
ISIC_0067729,19
ISIC_0002682,19
ISIC_6479999,17
ISIC_0667315,17
ISIC_0071930,23
ISIC_0059124,8
ISIC_0032283,21
ISIC_9213738,17
ISIC_0991761,12
ISIC_0026189,19
ISIC_1555147,17
ISIC_4324163,17
ISIC_0009297,19
ISIC_0009975,19
ISIC_5796179,17
ISIC_0007625,19
ISIC_3332531,17
ISIC_0061112,15
ISIC_0055771,15
ISIC_7682042,17
ISIC_0028728,8
ISIC_0026361,19
ISIC_9594967,17
ISIC_8614778,17
ISIC_5708449,17
ISIC_5888971,17
ISIC_0055375,8
ISIC_0772957,17
ISIC_0062080,8
ISIC_3787994,17
ISIC_0033303,19
ISIC_5409858,19
ISIC_0053644,15
ISIC_4825322,17
ISIC_0070920,15
ISIC_5359416,17
ISIC_1792109,17
ISIC_0803691,17
ISIC_9855552,17
ISIC_9089998,17
ISIC_0025518,19
ISIC_8781050,17
ISIC_2987579,17
ISIC_0064651,19
ISIC_0032260,19
ISIC_0027154,21
ISIC_0029901,19
ISIC_0059687,8
ISIC_0010794,12
ISIC_6573739,17
ISIC_9785970,19
ISIC_7866682,17
ISIC_0069542,19
ISIC_0002313,19
ISIC_0064364,19
ISIC_0027061,19
ISIC_0007389,19
ISIC_6601052,17
ISIC_0002973,19
ISIC_8344948,17
ISIC_0067170,15
ISIC_0004809,19
ISIC_0003416,19
ISIC_0072607,23
ISIC_0024625,19
ISIC_2850215,15
ISIC_8691091,17
ISIC_6212809,17
ISIC_0009266,19
ISIC_0026485,19
ISIC_4273868,17
ISIC_0029248,11
ISIC_0006067,19
ISIC_3034548,17
ISIC_0063355,23
ISIC_0028210,19
ISIC_7038741,17
ISIC_0028032,19
ISIC_0069434,8
ISIC_0009345,19
ISIC_0046596,15
ISIC_9693028,17
ISIC_0002900,19
ISIC_0032891,19
ISIC_7994514,17
ISIC_9365475,17
ISIC_0009932,19
ISIC_0063599,8
ISIC_0008969,19
ISIC_0067637,19
ISIC_1475867,17
ISIC_0065150,2
ISIC_9788955,17
ISIC_0060775,2
ISIC_0058830,19
ISIC_0215966,17
ISIC_4629472,17
ISIC_3902956,17
ISIC_2395859,17
ISIC_0481652,17
ISIC_8751661,17
ISIC_2887668,17
ISIC_0030625,19
ISIC_0001795,19
ISIC_0562223,17
ISIC_0006983,19
ISIC_0054464,15
ISIC_4232726,17
ISIC_0046644,19
ISIC_8694888,17
ISIC_6543269,17
ISIC_6983347,17
ISIC_5930885,17
ISIC_0013747,19
ISIC_0005568,19
ISIC_8180937,19
ISIC_0071195,19
ISIC_0011841,19
ISIC_6376955,17
ISIC_0013242,15
ISIC_6273566,17
ISIC_0067346,8
ISIC_6982343,17
ISIC_0007299,19
ISIC_0031188,19
ISIC_0063999,8
ISIC_6057809,17
ISIC_0430837,17
ISIC_0072806,19
ISIC_2860548,17
ISIC_0067813,19
ISIC_5029669,19
ISIC_8706257,17
ISIC_8634670,17
ISIC_0067327,19
ISIC_5900778,17
ISIC_1802502,17
ISIC_0064927,15
ISIC_0008371,19
ISIC_9041897,17
ISIC_0032339,19
ISIC_0054178,2
ISIC_4955968,17
ISIC_0015455,19
ISIC_3249158,19
ISIC_2738580,19
ISIC_9603587,19
ISIC_0062115,15
ISIC_0026449,19
ISIC_0026899,19
ISIC_7246852,17
ISIC_9061279,17
ISIC_0004840,19
ISIC_6577632,17
ISIC_6228857,17
ISIC_0007181,19
ISIC_0063002,15
ISIC_0054952,26
ISIC_0060467,2
ISIC_6604352,19
ISIC_9655457,17
ISIC_0059457,19
ISIC_0062911,19
ISIC_0010616,19
ISIC_0005553,19
ISIC_8244063,17
ISIC_7509284,19
ISIC_0000340,19
ISIC_7477593,17
ISIC_0065784,26
ISIC_5952026,17
ISIC_4615813,19
ISIC_0006670,19
ISIC_6602795,17
ISIC_0006869,19
ISIC_0064367,19
ISIC_0061541,8
ISIC_0009833,19
ISIC_3875267,17
ISIC_0002765,19
ISIC_3928747,17
ISIC_8947924,17
ISIC_9619029,17
ISIC_0056540,19
ISIC_0030054,19
ISIC_2821172,17
ISIC_7476803,19
ISIC_0002654,19
ISIC_0071952,23
ISIC_0007217,19
ISIC_4991644,17
ISIC_0011139,15
ISIC_2551260,17
ISIC_2755037,17
ISIC_0066415,19
ISIC_0027618,19
ISIC_0033658,19
ISIC_0012879,19
ISIC_1098112,17
ISIC_2093604,17
ISIC_0476728,23
ISIC_1733995,19
ISIC_1989037,17
ISIC_1578391,17
ISIC_6562729,17
ISIC_6755132,17
ISIC_0010019,19
ISIC_5002096,19
ISIC_0002754,19
ISIC_0177190,17
ISIC_3689832,17
ISIC_2872765,17
ISIC_0031361,19
ISIC_0027980,19
ISIC_0007093,19
ISIC_0067948,25
ISIC_8432254,17
ISIC_0068058,19
ISIC_8397088,17
ISIC_0003543,19
ISIC_0013277,15
ISIC_5620304,19
ISIC_0056629,25
ISIC_0005121,19
ISIC_0029230,8
ISIC_3864414,17
ISIC_9654161,17
ISIC_9478109,17
ISIC_9242891,19
ISIC_0010611,15
ISIC_0000394,15
ISIC_0012823,19
ISIC_1136902,17
ISIC_3351880,17
ISIC_0068820,19
ISIC_0072133,19
ISIC_5047840,17
ISIC_2975580,15
ISIC_0809927,17
ISIC_0007403,19
ISIC_0000721,19
ISIC_4712796,17
ISIC_0061555,8
ISIC_0033787,19
ISIC_3575862,19
ISIC_0068092,2
ISIC_1528643,17
ISIC_1398485,17
ISIC_0063556,19
ISIC_0062218,8
ISIC_8466025,17
ISIC_0072066,8
ISIC_2204217,17
ISIC_0029799,19
ISIC_0061243,25
ISIC_3487019,19
ISIC_0024344,19
ISIC_0007082,19
ISIC_8041078,17
ISIC_5785399,17
ISIC_7030461,17
ISIC_2509304,17
ISIC_6330529,17
ISIC_0009686,19
ISIC_3824206,15
ISIC_0032918,15
ISIC_0000307,15
ISIC_0077472,17
ISIC_0005863,19
ISIC_0064385,19
ISIC_0068939,19
ISIC_7040941,17
ISIC_4505089,17
ISIC_1075054,19
ISIC_0014316,15
ISIC_5330187,15
ISIC_7458272,17
ISIC_2665263,17
ISIC_0014786,19
ISIC_2078053,17
ISIC_0008425,19
ISIC_3424437,17
ISIC_0033767,19
ISIC_0034004,19
ISIC_0000269,19
ISIC_0060886,15
ISIC_2472336,19
ISIC_0006195,19
ISIC_7225873,17
ISIC_0010519,19
ISIC_2186853,17
ISIC_0007587,19
ISIC_0030990,19
ISIC_0024679,15
ISIC_9720044,17
ISIC_0001040,19
ISIC_7231443,17
ISIC_9930981,17
ISIC_8344124,17
ISIC_6982423,17
ISIC_0055205,15
ISIC_0007290,19
ISIC_0067348,19
ISIC_4354857,23
ISIC_4695363,17
ISIC_8174981,17
ISIC_1522268,17
ISIC_1642421,17
ISIC_0783177,19
ISIC_0008202,19
ISIC_6815672,17
ISIC_4720110,19
ISIC_0028724,19
ISIC_0055627,23
ISIC_4963625,17
ISIC_3981826,17
ISIC_5321219,17
ISIC_0025801,19
ISIC_9308808,17
ISIC_7882247,17
ISIC_0061236,19
ISIC_0001543,19
ISIC_0992261,19
ISIC_0061016,25
ISIC_0028136,19
ISIC_8431681,17
ISIC_0639077,17
ISIC_0392334,19
ISIC_0032443,19
ISIC_0062588,8
ISIC_0009204,19
ISIC_0055035,19
ISIC_0072601,15
ISIC_0027944,19
ISIC_4941646,17
ISIC_0007472,19
ISIC_4024380,17
ISIC_0586782,17
ISIC_1549804,17
ISIC_3948754,19
ISIC_0004722,19
ISIC_6298828,19
ISIC_1002473,19
ISIC_0852852,17
ISIC_0031733,19
ISIC_0029963,19
ISIC_7853490,17
ISIC_4412821,17
ISIC_0067587,23
ISIC_3213469,17
ISIC_7954538,17
ISIC_6971830,17
ISIC_0024908,19
ISIC_7623089,19
ISIC_0011093,19
ISIC_0027270,21
ISIC_0033906,19
ISIC_8578732,17
ISIC_0002201,19
ISIC_9407690,17
ISIC_2619212,19
ISIC_2814689,15
ISIC_0068046,19
ISIC_0032337,19
ISIC_0001175,19
ISIC_1041621,17
ISIC_0028686,19
ISIC_6568233,17
ISIC_0068038,8
ISIC_0029592,19
ISIC_0029886,19
ISIC_1726410,17
ISIC_0058926,15
ISIC_7117554,17
ISIC_0001154,15
ISIC_7454679,17
ISIC_7407763,17
ISIC_0055916,8
ISIC_0000159,15
ISIC_9578109,17
ISIC_0010595,19
ISIC_0030538,19
ISIC_3406437,24
ISIC_0005352,19
ISIC_7377557,17
ISIC_0880312,17
ISIC_7474655,19
ISIC_2166957,17
ISIC_6550650,17
ISIC_0024244,25
ISIC_0058909,15
ISIC_0033831,15
ISIC_0002448,19
ISIC_0271017,17
ISIC_5747709,17
ISIC_1113271,17
ISIC_6129538,14
ISIC_0061030,23
ISIC_0072892,19
ISIC_4927573,17
ISIC_0009861,19
ISIC_5918279,19
ISIC_2037324,17
ISIC_0070521,15
ISIC_0011317,19
ISIC_5692481,17
ISIC_0005682,19
ISIC_0003296,19
ISIC_0005913,19
ISIC_1809444,17
ISIC_9616986,17
ISIC_4620906,19
ISIC_5153725,17
ISIC_4068608,17
ISIC_0063962,19
ISIC_1267108,17
ISIC_0011961,17
ISIC_5208069,17
ISIC_8657079,17
ISIC_2535541,15
ISIC_3655327,17
ISIC_0025153,15
ISIC_0028006,19
ISIC_0070917,24
ISIC_5454321,17
ISIC_5004716,17
ISIC_2861546,17
ISIC_5461609,17
ISIC_0029080,21
ISIC_4832697,17
ISIC_8182002,17
ISIC_0179104,17
ISIC_6298726,17
ISIC_1462996,17
ISIC_0070404,19
ISIC_0026105,15
ISIC_0514777,27
ISIC_0061179,19
ISIC_0012335,19
ISIC_0062756,15
ISIC_3876274,17
ISIC_0006481,19
ISIC_0065635,19
ISIC_9203070,19
ISIC_5781089,17
ISIC_7803633,17
ISIC_3385497,17
ISIC_0060706,2
ISIC_0003812,19
ISIC_0058587,19
ISIC_0003705,19
ISIC_0053472,8
ISIC_0004681,19
ISIC_0026151,19
ISIC_0030307,19
ISIC_0027623,19
ISIC_0056072,15
ISIC_9432999,19
ISIC_0055739,15
ISIC_0031671,19
ISIC_1413120,17
ISIC_0614259,17
ISIC_0056155,19
ISIC_4487501,19
ISIC_0011076,19
ISIC_6667080,17
ISIC_7037880,17
ISIC_9617738,17
ISIC_0032086,19
ISIC_0031390,19
ISIC_3360764,17
ISIC_6297408,17
ISIC_1536177,19
ISIC_3556980,17
ISIC_0001738,19
ISIC_0002506,19
ISIC_9892275,19
ISIC_0005145,19
ISIC_0069618,19
ISIC_6260485,17
ISIC_6509261,17
ISIC_1469861,17
ISIC_0006727,19
ISIC_0069300,8
ISIC_6482662,17
ISIC_0065837,19
ISIC_3883666,19
ISIC_3722411,17
ISIC_8115943,23
ISIC_6052995,17
ISIC_3460537,17
ISIC_3083711,17
ISIC_0028066,19
ISIC_6038355,17
ISIC_0058967,2
ISIC_0025202,19
ISIC_0004407,19
ISIC_0033866,2
ISIC_0001018,19
ISIC_0029307,19
ISIC_0002052,19
ISIC_0064741,23
ISIC_9968564,19
ISIC_3447311,19
ISIC_7840368,17
ISIC_0024532,19
ISIC_0055236,15
ISIC_0028163,26
ISIC_7947699,17
ISIC_9109985,17
ISIC_0024720,19
ISIC_1092432,17
ISIC_0033542,19
ISIC_0054582,19
ISIC_0871035,17
ISIC_0029846,19
ISIC_5593556,17
ISIC_4964532,17
ISIC_9211072,17
ISIC_0054163,25
ISIC_0010431,19
ISIC_3084780,17
ISIC_7517313,17
ISIC_0027844,19
ISIC_0027390,19
ISIC_0070251,19
ISIC_0025659,21
ISIC_0068422,23
ISIC_1451530,17
ISIC_0001162,19
ISIC_4061316,17
ISIC_0046670,15
ISIC_0977596,19
ISIC_0005819,19
ISIC_5592956,17
ISIC_4624611,17
ISIC_0071546,19
ISIC_0031762,8
ISIC_0026487,19
ISIC_4522014,17
ISIC_0947525,19
ISIC_6773042,17
ISIC_0030664,19
ISIC_7418932,17
ISIC_4285699,17
ISIC_0066589,15
ISIC_2867416,15
ISIC_7213944,17
ISIC_4833252,17
ISIC_5329156,17
ISIC_0072157,15
ISIC_7696542,17
ISIC_3332207,17
ISIC_2818042,17
ISIC_5950041,17
ISIC_0002813,19
ISIC_9029813,17
ISIC_8375021,17
ISIC_0003779,19
ISIC_0004119,19
ISIC_0001638,19
ISIC_0030167,19
ISIC_0032558,19
ISIC_0026966,19
ISIC_0012205,19
ISIC_0029350,19
ISIC_2778855,17
ISIC_1326292,17
ISIC_0002872,19
ISIC_0014558,15
ISIC_0060719,19
ISIC_3043219,17
ISIC_0058288,23
ISIC_1964334,17
ISIC_5615676,17
ISIC_8003201,19
ISIC_0000447,19
ISIC_3238015,17
ISIC_2302257,19
ISIC_2398131,17
ISIC_6779354,17
ISIC_0060912,19
ISIC_6740979,17
